N,P,K,temperature,humidity,ph,rainfall,soil_moisture,soil_type,sunlight_exposure,wind_speed,co2_concentration,organic_matter,irrigation_frequency,crop_density,pest_pressure,label
22,70,19,18.23775702,21.07643273,5.515615023,69.44951585,16.61675403,3,6.240834048,7.235828929,415.3513487,2.824327602,3,15.81380806,12.25495118,kidneybeans
37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,20.70705998,1,9.764585715,12.93451514,366.0321175,9.457081057,2,16.35928456,40.60090225,kidneybeans
11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,26.75969872,3,10.90720582,8.13999423,401.2357054,1.18194468,5,8.61873123,50.39669491,kidneybeans
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,14.44241478,3,5.10504089,5.096240153,441.0449489,4.082531109,2,5.181299305,81.10348434,kidneybeans
21,63,17,15.77370214,19.2303162,5.979973965,108.3441414,28.34269086,2,6.085685308,16.7790198,385.1189359,2.140843511,5,16.83907242,43.55941361,kidneybeans
24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,28.26949182,2,8.055430219,11.86219867,444.1625371,3.588286112,3,7.80599528,58.07847311,kidneybeans
34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,12.45355554,2,10.28226542,15.08753106,442.1475951,5.623478933,4,13.029753,96.13281316,kidneybeans
16,75,21,18.50692825,23.61670065,5.679224346,87.0513289,26.0892627,3,10.89562578,11.63976543,412.5373434,7.420667728,2,8.478721409,23.3849537,kidneybeans
17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,29.59891523,3,6.881596137,5.829400501,396.711092,4.747525614,4,8.556008377,3.365886185,kidneybeans
37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,16.07108394,2,6.714515919,4.48156034,389.5834665,5.407496564,2,8.80478956,22.21187481,kidneybeans
40,73,20,21.59343016,20.31871249,5.811314232,61.13872036,21.10292382,1,6.669653226,10.08302623,391.1300221,6.451715,2,5.881382902,31.65100193,kidneybeans
9,77,17,20.12373284,24.45202552,5.783425416,106.158201,25.96173164,1,6.425579999,11.9859158,441.1099448,7.202816296,1,6.146769358,68.81630538,kidneybeans
1,62,23,15.43546065,18.37477907,5.607808432,139.0302034,22.59439815,1,9.322978024,18.01900333,416.1035055,6.815284278,3,11.45371842,29.42040947,kidneybeans
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,11.96809601,2,8.692602329,17.74011539,407.6770222,5.972307286,6,16.84070561,48.70216636,kidneybeans
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,29.11433232,3,11.43135151,2.717596057,396.0508469,7.240201948,4,17.28044392,23.51005811,kidneybeans
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,15.1185455,1,10.69060685,12.31400453,406.7198599,8.548523897,1,15.1640228,11.37568789,kidneybeans
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,24.5839907,3,5.35873529,3.394444782,443.6646881,9.249272351,3,12.90184136,54.90289908,kidneybeans
7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,16.47555297,2,11.60388099,10.58256456,387.9772769,5.378594805,4,10.91414373,16.97532338,kidneybeans
8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,16.2479939,3,6.986280008,19.83116247,412.1377494,9.579262264,3,18.72389696,65.56989325,kidneybeans
27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,29.87351889,2,7.703079498,4.785757731,354.3321178,5.274333424,3,7.504839696,62.89789223,kidneybeans
28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,19.8253219,3,11.74419666,14.53432083,400.6199111,7.097685324,5,17.41933497,95.82016815,kidneybeans
32,57,18,15.53834801,23.75560241,5.695422863,107.3850593,26.76016642,3,9.445503943,11.95437342,442.9431444,7.564046966,3,10.71520628,38.82550121,kidneybeans
27,56,22,19.91853092,20.70099804,5.833010958,108.6434544,27.76200272,3,9.717147212,3.142135312,445.1576454,5.036793552,3,18.77016609,50.56351015,kidneybeans
17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,26.19833581,2,11.37512613,12.8098064,350.0013849,6.445998706,4,18.56261215,77.09097344,kidneybeans
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,20.47243452,2,9.20042011,0.965873984,356.9808788,6.595151564,3,18.35964207,77.76104344,kidneybeans
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,16.07083495,2,8.022550312,17.41328835,381.7753407,7.463359112,6,14.10006473,78.77068236,kidneybeans
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,15.69122623,1,7.049113752,3.413968907,415.6726383,1.467515845,4,11.17830428,89.59746358,kidneybeans
9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,21.35430384,1,5.26765082,6.949317735,351.8146418,2.203888834,3,9.013745913,4.572489845,kidneybeans
11,72,20,19.52226241,24.92607153,5.951177452,113.334026,12.02898106,3,6.435084234,3.492145543,352.6400478,4.645756933,4,8.050971378,17.68622786,kidneybeans
3,67,24,17.00067625,19.90790546,5.520880014,103.2926407,22.44296686,3,9.048272962,5.49739888,445.4937604,3.067351354,5,16.8138519,98.77575324,kidneybeans
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,18.43342368,1,8.160651296,6.476792445,412.0676581,2.854228613,1,19.40137664,20.22467756,kidneybeans
3,77,25,24.84906168,22.89464642,5.608165195,62.21292186,13.94279098,3,7.76328139,17.68936251,386.2634944,6.720948591,5,8.751035306,70.09988989,kidneybeans
23,62,19,16.51783455,20.4555596,5.609435128,98.77794225,17.94660423,3,11.83785497,13.39814234,419.6882018,8.643223232,1,16.14970421,29.73699497,kidneybeans
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,18.92286218,1,6.759950422,15.79793481,399.7032079,2.452806053,1,18.5727127,4.001347049,kidneybeans
31,79,25,23.18864385,22.3104551,5.902033406,63.38208822,10.9719197,2,5.285055628,11.37370956,435.4326855,7.072003085,6,11.55471484,6.779701711,kidneybeans
34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,26.56619086,3,5.033483698,10.91841342,383.9089635,2.651802006,1,16.37905881,27.49488804,kidneybeans
12,63,17,18.358923,19.37703396,5.717143397,138.414764,17.61819506,1,8.275091031,1.584389901,398.7879535,1.959709309,3,10.81248171,25.39321677,kidneybeans
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,21.35788302,1,10.56275371,13.06334948,438.0898894,9.114575768,6,5.630244658,4.357310345,kidneybeans
7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,23.46939654,1,7.931817148,2.332225819,371.4771905,4.37062844,2,9.506252002,69.21266796,kidneybeans
24,67,22,20.120043,22.89845607,5.618844277,104.6252153,15.4534912,1,11.13232667,1.923057339,449.1792763,7.603244919,5,13.78700763,47.69444587,kidneybeans
11,71,24,21.14011423,22.7182355,5.606620346,141.6056722,11.89556111,1,10.69769336,5.960178799,405.9554037,5.167021691,1,8.611566613,92.29896433,kidneybeans
37,74,15,24.92360104,18.22590825,5.582178402,62.7089169,24.54297529,3,5.853525152,5.588424938,404.9567011,4.748465461,2,14.26932054,78.44089015,kidneybeans
25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,24.83407741,1,5.968727018,14.39799149,403.1444635,3.203941447,5,7.906735946,37.93090276,kidneybeans
34,66,17,18.81097271,21.27833035,5.889614577,125.084915,21.17633235,1,7.264297393,1.129319071,433.016893,1.414937682,6,12.20123996,74.82528069,kidneybeans
20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,17.77392555,1,8.685607542,17.3437625,406.4316161,8.006953865,4,15.67999135,41.04578524,kidneybeans
37,65,16,22.8352024,18.97267518,5.683548308,63.59276673,29.08022753,1,11.01499757,1.446387019,389.3519046,1.580799995,3,8.2018837,39.65588976,kidneybeans
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,20.43591068,1,8.338879033,8.516548164,389.3615214,1.698184856,1,15.99855132,71.60335533,kidneybeans
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,29.67694233,3,10.50927851,3.878740473,389.0243582,1.013550522,6,11.47457608,77.29511142,kidneybeans
37,56,25,22.05592283,19.60379304,5.774755144,126.7265372,23.90900736,2,5.428770197,3.618076225,447.2154814,4.87993102,1,6.762085945,64.12721171,kidneybeans
5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,19.89501031,2,11.69466132,5.16474618,439.3203844,6.819827788,2,6.2940819,79.916573,kidneybeans
11,61,21,18.62328774,23.02410338,5.532100554,135.3378033,16.61647633,2,8.3755849,9.636081326,403.9516554,3.983515965,2,14.62006109,76.47276369,kidneybeans
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,28.89908882,2,11.15408172,14.46081754,393.2739562,6.081203707,1,12.92619256,12.04366167,kidneybeans
12,61,19,19.33162606,24.13995025,5.655726817,68.51253427,26.16962611,1,6.982162159,19.24759947,409.5930789,5.361568684,3,16.91393984,45.38817596,kidneybeans
5,74,21,16.24469193,21.35793891,5.591704014,66.97053257,18.355384,3,5.00072585,15.05542794,355.4159958,2.15533136,3,10.87332646,34.30874485,kidneybeans
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,29.2824667,3,6.854594623,13.50630789,427.0074418,4.759096932,6,6.340360695,7.12829696,kidneybeans
31,75,18,15.46789263,21.43780702,5.824208309,88.88796102,11.98311851,2,9.988099592,14.35285216,374.1204491,6.485329274,1,10.25188496,29.48813407,kidneybeans
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,17.90691743,2,5.329953219,5.658148571,418.1176724,6.6389638,2,5.450547799,18.58217165,kidneybeans
5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,21.16189839,2,7.246797566,14.64186372,443.5440482,4.549911215,5,19.21221405,47.85163722,kidneybeans
32,79,15,23.90910104,20.74619325,5.706198621,81.60211243,15.35307302,3,10.44001546,7.027301726,369.1355862,1.172777706,6,17.04174967,53.31245666,kidneybeans
11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,13.78806154,2,5.632876166,11.63029491,354.3612484,9.569986385,4,17.73022931,85.09178424,kidneybeans
0,55,22,22.98666928,20.57940608,5.916779289,143.8584938,13.23421115,3,9.760573082,12.63809685,411.4834894,1.473041038,5,9.341834984,76.62537786,kidneybeans
14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,21.73783862,3,7.649346896,2.863760864,448.3751323,4.601718065,3,16.28911395,82.47892106,kidneybeans
29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,27.83763891,2,7.430437094,5.281232218,373.5585741,9.896542001,6,8.829067522,93.2637233,kidneybeans
32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,18.0111159,1,9.720050882,18.73410428,357.8244625,3.026468411,1,11.28236652,60.63270964,kidneybeans
17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,20.74348854,3,9.696834018,18.54707423,393.6097922,3.853073081,4,18.17690296,59.22137253,kidneybeans
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,28.13378668,1,9.227475553,17.02610577,449.4055277,1.55683109,6,14.70049206,57.58339565,kidneybeans
14,67,22,23.82576704,24.75485098,5.624690248,84.64143632,12.72275143,2,10.85986149,4.411364744,425.5296834,8.048016732,3,8.698478608,53.95645729,kidneybeans
9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,12.53112464,2,8.334571782,2.543027964,404.3312315,6.59530677,2,5.899801343,0.970524673,kidneybeans
20,73,22,16.03768615,22.33195853,5.976312538,130.3900798,14.97724356,2,7.323366715,10.85304406,368.3858133,5.591420215,6,19.19381032,35.9047594,kidneybeans
40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,26.03836054,2,8.069194136,14.68859662,398.2563055,9.352098628,3,17.64626015,4.342274445,kidneybeans
27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,29.00728659,3,5.425064494,16.23365338,378.2673886,4.315769376,2,13.94221423,66.32758468,kidneybeans
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,11.31636674,2,9.188365438,2.318661249,385.6304608,4.134180396,5,18.51273833,6.246486557,kidneybeans
7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,23.29133235,1,5.975012823,18.60253735,420.9625921,6.880011553,3,19.81880084,77.55612008,kidneybeans
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,17.94671484,2,11.57518066,13.58353809,351.4397464,2.341066394,6,11.13051257,86.33861906,kidneybeans
30,63,16,23.60506572,21.90539577,5.525904526,100.5978728,19.49093966,2,9.76711377,3.940013494,350.5283921,2.481153629,1,13.96529364,27.7780122,kidneybeans
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,11.65378187,3,5.739923238,0.69415713,381.7360656,5.98234645,1,19.1867619,22.34313677,kidneybeans
27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,24.23069465,3,8.442266658,17.12258497,367.6953864,7.984621115,6,8.361600321,25.69909402,kidneybeans
22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,13.79975222,2,8.6118974,0.837871395,413.4532999,6.063635783,6,18.81703685,56.97130643,kidneybeans
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,12.300797,1,5.072280482,2.659512966,413.1667095,5.483977498,3,13.23567812,97.17837194,pigeonpeas
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,21.69046997,2,6.163348097,8.346820117,412.9017821,1.524434806,5,5.140515337,18.34559699,pigeonpeas
33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,27.20553611,1,8.038033586,2.451593561,414.2383018,4.317063119,5,12.06011875,28.44797223,pigeonpeas
27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,11.83669256,1,8.876881648,9.850233003,361.710554,8.276828901,5,15.23632899,70.15409226,pigeonpeas
10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,11.47445631,1,7.7302614,2.945035472,449.3885939,2.131804657,6,5.878450604,10.39551372,pigeonpeas
30,75,25,30.33276599,42.35249879,6.446091759,149.299952,19.6814945,3,11.34773022,12.72710136,448.4466595,1.310700463,4,19.78073769,77.89454829,pigeonpeas
40,70,20,31.80130272,45.03186173,5.623490043,147.0361442,29.61732803,2,5.995560155,15.70453745,413.929389,8.10061738,1,9.611654469,80.12034151,pigeonpeas
38,55,19,33.18184225,38.23184742,5.864623352,198.8298806,28.14905763,2,5.621127306,3.663909857,443.9609741,4.631461339,3,8.100185419,10.88828012,pigeonpeas
35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,20.5193475,3,6.077312315,7.809820326,372.2651173,2.617698003,1,16.61623399,8.904757695,pigeonpeas
38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,13.22691111,2,8.18818896,11.32402022,425.2274443,8.662691299,2,11.93593025,39.27257354,pigeonpeas
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,17.03914693,1,5.530338686,9.503660302,370.2057266,2.341656294,1,19.86099004,86.5098644,pigeonpeas
16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,17.31664461,3,9.201795374,18.40535994,383.7048144,4.80455049,3,10.17226863,54.73951941,pigeonpeas
31,72,17,28.69180475,49.47225353,5.833031708,96.36222901,18.97726762,2,11.37011505,3.307362591,378.2871044,1.412317537,3,10.01318693,45.21671171,pigeonpeas
16,80,20,31.24021696,56.67369054,7.339320929,122.0146733,24.37431787,3,8.735461617,2.831572743,411.6613736,6.670853814,3,10.54618979,17.9689021,pigeonpeas
27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,10.1115762,3,11.7538181,7.109740549,411.7154856,1.991325404,4,10.05307602,31.72455255,pigeonpeas
40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,23.84459184,3,11.43858832,17.25533168,408.9138087,8.601798475,5,5.932516771,56.08911014,pigeonpeas
18,58,16,21.47607807,38.80023714,4.962661422,180.382234,22.34487535,3,5.168262963,17.59422222,357.0436192,7.809306664,3,9.520180639,21.37869749,pigeonpeas
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,10.83935443,2,11.42213783,13.88823861,397.6246814,1.961767824,3,5.378781002,71.78760706,pigeonpeas
26,67,24,36.97794384,37.73992903,5.642813116,161.4812963,19.8044379,2,7.156592165,16.71016533,370.3365545,7.485819467,2,6.17496141,19.95611294,pigeonpeas
16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,11.92517721,3,9.527850976,3.757213929,427.8957422,7.204210577,5,16.7679517,84.2449848,pigeonpeas
24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,28.00339269,2,10.00463373,15.89751056,350.9495387,4.360636825,6,5.815317246,8.527237302,pigeonpeas
9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,20.60903529,1,5.319241147,6.206983711,404.4938578,8.025651541,4,12.78974768,88.72074094,pigeonpeas
16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,14.99847936,1,9.275559304,1.525186617,377.7119277,8.435835337,3,11.98908244,85.12975746,pigeonpeas
28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,29.46376186,2,11.50696369,12.39227378,371.9672261,3.026658084,4,18.07620464,6.685314892,pigeonpeas
16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,19.44391426,2,7.529945538,1.555783424,358.4602276,1.83816746,1,16.18918717,10.85596672,pigeonpeas
24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,29.57541026,3,8.783325775,18.31970409,439.3641423,1.547111369,3,12.97004743,4.36764038,pigeonpeas
38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,25.24090114,2,10.86707602,10.49276937,400.1247214,9.469066962,6,16.86559694,78.33861178,pigeonpeas
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,26.39936214,2,9.339718441,12.99272073,421.853942,7.786182019,3,7.404729206,82.30129443,pigeonpeas
34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,28.96057125,2,5.279736297,9.947231008,429.4748066,8.679242146,1,13.49660559,0.706830166,pigeonpeas
1,76,19,24.18553163,46.68746847,6.669529416,177.3377996,12.42564521,1,8.331382035,1.618848191,354.412265,4.604244357,1,19.44578211,44.70960293,pigeonpeas
6,69,19,26.88630675,41.69617915,4.750929218,94.46748008,23.8539152,3,10.91420755,6.58221056,383.6558901,5.141911661,1,12.01302108,55.28812326,pigeonpeas
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,18.17458206,1,5.033648255,12.62635033,359.5798392,4.774294234,4,7.40824097,20.49833041,pigeonpeas
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,27.23987878,3,7.713445487,17.95778948,424.5698593,2.640648368,3,11.07781121,1.388278388,pigeonpeas
27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,10.82329304,2,11.59108363,13.6423932,435.68704,7.07577905,5,7.260945902,96.47567244,pigeonpeas
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,17.17523126,2,5.176093794,15.79466299,381.1409094,4.648006134,3,12.85856291,64.13971403,pigeonpeas
17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,12.198484,2,9.375924753,5.314282488,431.432924,9.257502767,2,11.43564662,85.03701969,pigeonpeas
26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,21.93074253,2,9.338218914,15.89469318,417.8201513,2.999914611,1,18.83050325,95.76192763,pigeonpeas
17,64,16,30.97758716,32.24914235,7.161797643,180.716828,25.40139351,2,9.840265775,11.05589532,421.378784,4.467365023,4,7.775680963,22.12264493,pigeonpeas
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,17.55046598,2,6.314859914,14.21725688,445.6284929,4.812143583,5,6.683822557,36.93391893,pigeonpeas
39,60,15,35.09357419,30.98685456,5.004074624,116.9106908,22.27373569,3,5.166187891,9.003358361,430.1271861,2.196702166,4,15.86179156,23.6689391,pigeonpeas
6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,13.1042495,3,5.219498401,7.472620708,412.6576256,5.92293153,5,15.82063893,12.79322167,pigeonpeas
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,28.54397468,1,5.749932659,14.84431566,419.2572573,7.723628885,4,7.293167876,20.9977561,pigeonpeas
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,24.12416135,3,8.713087618,7.927732702,380.7878426,2.135078375,2,13.11310619,10.78343668,pigeonpeas
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,10.32221095,3,7.059986014,13.3319682,400.1695873,4.776103425,2,11.83218963,93.52162765,pigeonpeas
16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,17.63277578,2,11.68647123,17.27165647,429.178706,8.252554375,1,13.38290733,50.24101327,pigeonpeas
23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,21.78762945,2,7.203048918,16.36450432,438.7993855,4.605787244,1,17.11119446,92.44687084,pigeonpeas
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,16.03465106,2,7.597466618,18.09252225,444.4346372,7.488783634,4,17.3585015,54.96703958,pigeonpeas
28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,18.13409504,2,8.048709458,18.90537272,389.1588407,3.605138801,2,12.66074241,74.66357885,pigeonpeas
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,20.86970042,1,11.27873115,11.28928954,413.741785,1.606656091,4,9.843550849,76.06371707,pigeonpeas
36,67,25,35.95176642,36.52780776,6.418062652,136.0456753,17.44667258,1,6.585722813,15.86204429,430.8558824,1.253117829,1,12.95448143,46.10682943,pigeonpeas
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,20.81712089,1,7.202590149,19.57669844,431.8073293,9.127032084,4,8.615274135,19.48018064,pigeonpeas
24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,22.31779012,2,9.738809436,5.283260675,416.8711573,8.61886986,1,17.58275367,14.16704107,pigeonpeas
17,67,18,31.2192752,56.46868874,5.611510977,129.2028653,28.58456396,1,10.66553797,7.908161366,449.9733068,7.890303209,6,11.06328345,88.47864293,pigeonpeas
5,55,18,33.50876355,45.70976142,7.322097972,126.6738117,26.79830411,2,8.064716971,2.894781351,389.7996775,4.357972696,3,16.17901531,63.0020239,pigeonpeas
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,14.07641886,2,9.58608067,4.541020922,434.6159287,1.18052973,4,7.194281438,92.07260259,pigeonpeas
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,23.44738661,1,6.942108449,12.74489461,440.6651641,8.530714437,5,8.554081151,72.18538639,pigeonpeas
13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,24.55603787,3,7.928709301,17.28371263,430.5511399,4.710101239,4,15.87713284,36.83027364,pigeonpeas
6,63,23,26.01630259,49.94704718,5.906596905,160.3337447,23.02625952,3,11.97776725,3.047720747,358.1394668,4.953195631,1,16.95370079,11.35763771,pigeonpeas
16,77,22,31.48469278,35.6395615,6.574209678,100.546816,13.50344349,2,8.956100256,9.960515798,399.2849833,7.660880014,4,8.91002385,24.05886597,pigeonpeas
25,64,20,33.15122581,32.45974539,4.807776749,105.0380275,11.14442455,2,7.732339429,12.41849061,371.6406974,8.471443713,4,7.370538842,96.82422519,pigeonpeas
34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,10.86129033,1,7.987065028,4.231017063,412.5181946,3.363621097,1,15.18864854,64.34425166,pigeonpeas
20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,19.13500095,3,7.570002919,0.0746485,419.3994079,8.411286778,4,11.4654567,13.77623563,pigeonpeas
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,21.01508297,3,6.768425907,9.17645911,449.692327,7.07698948,6,17.75523553,19.46898178,pigeonpeas
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,16.43634335,3,6.522948075,16.70026506,411.3675616,5.545189545,4,7.815381713,2.277265927,pigeonpeas
36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,20.27335682,3,10.90993436,2.83890556,354.6416284,9.659051364,5,17.96708959,26.90585216,pigeonpeas
7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,18.77264635,1,6.184451406,1.63418122,436.4578901,9.835521221,4,5.575001625,20.41629655,pigeonpeas
29,78,25,19.95991719,59.33157782,5.982854523,195.787103,29.57944518,2,11.51368181,19.16481072,360.3685301,5.197559446,2,8.641981225,45.60880989,pigeonpeas
30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,15.63924597,1,9.900521596,7.846074262,369.9352934,6.501549942,3,16.21358946,18.80517727,pigeonpeas
20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,16.83072383,2,8.064456104,14.99578652,402.828257,2.988959953,2,13.25523102,51.96817849,pigeonpeas
19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,24.70216545,3,5.038039971,6.990036157,355.5609497,8.029519026,5,13.50122463,13.99874481,pigeonpeas
3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,22.86168393,2,8.234082262,9.891609772,382.7144182,7.981198589,2,5.949172376,54.14434451,pigeonpeas
5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,28.35204342,2,6.335672727,10.35697128,432.4522559,6.762815882,2,12.22575672,7.194244292,pigeonpeas
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,17.99085289,1,11.77897606,14.04392736,446.2426833,2.28983713,3,8.797810485,45.88922183,pigeonpeas
37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,16.2440482,1,5.227031797,18.67227159,406.2782933,3.959330535,5,17.36801145,77.78734721,pigeonpeas
9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,24.11837034,3,7.102052572,0.562612804,430.9584214,8.345998421,6,9.078079063,52.15080048,pigeonpeas
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,22.70398206,3,10.27489927,16.3308753,433.6716739,1.855746759,2,7.703686402,6.418773604,pigeonpeas
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,15.5072531,2,7.247065376,10.04061103,390.4098123,9.656202406,5,19.95366296,4.524194101,pigeonpeas
0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,17.24511113,1,8.165665518,8.146610468,419.5958787,6.555414265,5,14.58621345,56.25917129,pigeonpeas
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,14.23962939,2,5.930180891,0.324848872,365.3351035,9.241203703,4,14.98598955,7.089973344,pigeonpeas
13,67,18,30.5753044,34.75591197,5.384762927,177.5764304,22.88054631,2,10.94287819,11.94264163,377.9078668,4.319519021,1,5.808709625,10.44727584,pigeonpeas
27,74,20,24.69487673,59.96669215,5.859813416,91.95792434,13.65159807,2,5.618618987,13.44301745,417.758406,2.363133063,5,10.68460053,22.68550996,pigeonpeas
29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,27.40851176,1,8.75967098,11.85254992,375.4562826,9.077972997,6,19.27734323,32.49741574,pigeonpeas
5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,10.04419859,2,6.377857919,3.218027096,446.6280797,2.637351437,4,11.72858308,36.90087273,pigeonpeas
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,22.22834439,2,11.05906957,0.836136336,434.4837653,4.856109122,6,5.835193339,95.82393263,pigeonpeas
22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,14.74565986,1,7.799059647,16.39248596,383.4980328,2.885249036,4,19.01704555,94.78785918,pigeonpeas
18,55,23,21.9989826,56.31006755,6.98571967,136.8274312,14.66714332,1,7.980615549,19.37572941,399.1437576,5.367992172,3,14.53554997,29.9013293,pigeonpeas
39,77,21,22.99774444,60.24218572,4.603563116,159.689339,29.52571956,3,7.761819566,13.38485954,394.2821506,2.045314014,1,6.455915044,44.78452809,pigeonpeas
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,11.99450788,2,9.729524894,10.08290176,378.2325484,4.51943154,2,13.24111529,76.03519712,pigeonpeas
27,71,24,31.46417866,48.17631461,7.064973419,165.405354,16.83308861,1,9.719712245,9.207350551,386.8054235,6.415453096,2,10.81008681,7.863461668,pigeonpeas
